timestamp,protocol,src_ip,dst_ip,dst_port
2025-10-29T00:25:00.727236,TCP,10.0.3.213,52.168.112.67,443
2025-10-29T00:25:00.728236,TCP,10.0.3.213,52.168.112.67,443
2025-10-29T00:25:00.958244,TCP,52.168.112.67,10.0.3.213,49613
2025-10-29T00:25:00.960258,TCP,52.168.112.67,10.0.3.213,49613
2025-10-29T00:25:00.961262,TCP,52.168.112.67,10.0.3.213,49613
2025-10-29T00:25:00.961262,TCP,10.0.3.213,52.168.112.67,443
2025-10-29T00:25:00.962255,TCP,10.0.3.213,52.168.112.67,443
2025-10-29T00:25:00.963256,TCP,10.0.3.213,52.168.112.67,443
2025-10-29T00:25:01.204095,TCP,52.168.112.67,10.0.3.213,49613
2025-10-29T00:25:01.569864,UDP,10.0.3.213,224.0.0.251,5353
2025-10-29T00:25:01.677575,UDP,10.0.3.213,224.0.0.251,5353
2025-10-29T00:25:02.325663,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:02.334282,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:25:02.336296,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:25:02.358305,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:02.359309,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:03.903673,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.905673,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.913674,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.916682,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.918685,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.923683,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.924683,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.925685,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.927686,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.930194,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.932203,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.934202,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.937204,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.939207,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.940203,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.946217,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.954215,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.958216,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.962730,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.967730,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.970730,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.973729,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:03.974728,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.977729,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.978729,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.980732,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.981729,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:03.982730,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:03.983729,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:03.984731,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:03.985731,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:03.986730,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:03.987729,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:03.988728,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:03.989729,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:03.990731,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:03.991732,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.003730,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.004731,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.006731,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.008728,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.009731,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.011730,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.012731,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.019727,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:04.021731,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.022729,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:04.024732,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:04.025733,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.026727,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.027729,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:04.028727,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.029727,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:04.030729,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.040728,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.052731,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:04.056731,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.057734,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.057734,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.059241,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.060250,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.061252,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:25:04.076246,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:25:04.323587,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.325272,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.327282,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.328312,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.345686,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:04.349847,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:04.350805,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:04.351807,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.352809,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:04.353810,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:25:04.354818,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:25:04.355807,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.586574,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.624867,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.626735,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.627736,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.628740,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.638661,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:04.639662,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:04.659806,UDP,1.1.1.1,10.0.3.213,55276
2025-10-29T00:25:04.665179,UDP,1.1.1.1,10.0.3.213,57764
2025-10-29T00:25:04.667183,UDP,10.0.3.213,224.0.0.251,5353
2025-10-29T00:25:04.670181,UDP,10.0.3.213,224.0.0.251,5353
2025-10-29T00:25:04.673181,UDP,10.0.3.213,224.0.0.251,5353
2025-10-29T00:25:04.688667,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.691663,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.692662,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.696902,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.697914,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.698918,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.699914,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.700912,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.701916,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.702913,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.702913,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.703912,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.704911,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.768125,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.770127,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.771127,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.795031,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.795994,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.797000,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.797995,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.798997,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.799996,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.799996,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.812377,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.819340,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.835800,TCP,142.251.43.234,10.0.3.213,60324
2025-10-29T00:25:04.854804,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.855805,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.856804,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.856804,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.857803,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:04.858805,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.859805,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.881590,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:25:04.886591,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:25:05.051864,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:25:05.053873,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:25:05.071973,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:25:05.837567,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:05.838568,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:05.862429,UDP,1.1.1.1,10.0.3.213,63585
2025-10-29T00:25:05.864384,UDP,1.1.1.1,10.0.3.213,54040
2025-10-29T00:25:05.865386,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.117902,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.147125,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.148125,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.149127,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.150125,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.353326,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.354342,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.356349,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.357346,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.427061,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.428060,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.604928,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.606897,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.669377,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.697526,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.698522,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.699519,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.700518,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.701519,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.702521,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.702521,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.703519,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.704520,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.705519,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.705519,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.830593,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.857707,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.858703,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.859705,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.860708,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.861721,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:06.862702,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.863710,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.966160,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.967121,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.970213,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.972121,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:06.973204,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:06.973204,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:07.092252,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:07.093271,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:25:07.094249,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:07.235638,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:07.284897,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:25:07.290704,TCP,20.42.65.94,10.0.3.213,57999
2025-10-29T00:25:09.252652,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:09.268566,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:25:09.270568,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:25:09.291508,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:09.292507,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:25:12.548691,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:12.549686,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:12.570728,UDP,1.1.1.1,10.0.3.213,62211
2025-10-29T00:25:12.571711,UDP,1.1.1.1,10.0.3.213,49557
2025-10-29T00:25:12.573691,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.593276,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.594226,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.595890,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.596899,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.641798,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.643554,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.677845,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.679843,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.704909,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.705873,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.706871,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.707876,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.707876,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.708878,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.709879,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.710877,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.711879,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.712880,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.735168,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.735168,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.737169,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.737169,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.738171,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.739184,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.740170,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.741171,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.741171,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.742170,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.743170,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.744171,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.745169,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.745169,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.746171,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.747170,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.747170,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.748172,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.749169,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.750171,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.750171,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.752169,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.753170,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.754170,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.754170,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.755169,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.756168,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.757170,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.761772,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.761772,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.762739,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.763738,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.764739,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.765739,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.766739,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.767743,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.768740,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.769739,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.770738,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.770738,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.771739,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.772740,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.773739,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.773739,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.774740,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.775742,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.776813,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.776813,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.777740,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.778741,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.779740,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.779740,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.780738,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.781741,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.782739,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.783741,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.786088,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.787100,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.788099,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.788099,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.789103,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.790098,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.791111,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.791111,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.792099,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.793101,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.794100,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.794100,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.795099,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.798269,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.799280,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.800279,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.801280,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.802281,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.803281,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.803281,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.804282,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.805281,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.806279,TCP,13.107.213.58,10.0.3.213,54115
2025-10-29T00:25:12.844509,TCP,10.0.3.213,13.107.213.58,443
2025-10-29T00:25:12.845546,TCP,10.0.3.213,162.159.135.234,443
2025-10-29T00:25:12.868519,TCP,162.159.135.234,10.0.3.213,51114
2025-10-29T00:25:13.130831,TCP,162.159.135.234,10.0.3.213,51114
2025-10-29T00:25:13.184352,TCP,10.0.3.213,162.159.135.234,443
2025-10-29T00:25:14.000641,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:14.001606,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:16.130846,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:25:16.161246,TCP,142.251.221.132,10.0.3.213,54127
2025-10-29T00:25:17.542763,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:17.543763,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:25:17.562854,UDP,1.1.1.1,10.0.3.213,58433
2025-10-29T00:25:17.563818,TCP,10.0.3.213,23.58.95.138,80
2025-10-29T00:25:17.564820,TCP,10.0.3.213,23.58.95.138,80
2025-10-29T00:25:17.567826,UDP,1.1.1.1,10.0.3.213,55276
2025-10-29T00:25:17.601090,TCP,23.58.95.138,10.0.3.213,63083
